,v001,v002,response,v5,v9,v12,v29,v32,v33,v34,v36,v37,v105,v106,v109,v112,v113,v116,v117,v119,v120,v122,v123,v173,v174,v176,v178,v179,v180,v181,v182,v183,v184,v185,v186,v191,v192,v193,v194,v195,v196,v197,v198,v199,v200,v201,v202,v203,v204,v171.1,v172.1
442,14,70,1,1.0,,1.0,2.0,,,,1.0,1.0,8.0,,4.0,3.0,,2.0,2.0,,3.0,2.0,8.0,1999-10-07 20:00:00,6506.0,173.0,Verified,453 Moderate,453.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,2.0,2.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
443,14,22,0,2.0,,2.0,5.0,,3.0,,2.0,,,,,,,,2.0,,,2.0,6.0,1998-04-28 20:00:00,7033.0,117.0,Verified,468 Moderate,468.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wired,,U
444,15,56,0,3.0,1.0,1.0,32.0,9.0,6.0,8.0,1.0,7.0,14.0,18.0,12.0,5.0,3.0,3.0,,6.0,3.0,,6.0,1998-04-28 20:00:00,7033.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,U
445,16,32,0,2.0,,,10.0,5.0,1.0,2.0,,2.0,,,,,,,,7.0,4.0,,3.0,2001-01-01 19:00:00,6054.0,0.0,ValidDomain,500 Moderate,500.0,4.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Not Sure,Yes,Low,4.0,510.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,U
446,17,27,0,,,,11.0,4.0,,6.0,,1.0,1.0,,2.0,1.0,,1.0,,2.0,5.0,,1.0,1995-08-13 07:00:00,8024.0,845.0,Verified,142 Low,142.0,2.0,14.0,3.0,Lower Fraud Risk,2.0,Fraud Score 101 to 300,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,Y
447,18,25,0,,,,15.0,2.0,2.0,9.0,,2.0,,,,,,,2.0,,1.0,,3.0,,,0.0,ValidDomain,500 Moderate,500.0,4.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Not Sure,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
448,19,27,0,5.0,1.0,3.0,26.0,6.0,3.0,5.0,3.0,9.0,,,3.0,,,1.0,,3.0,3.0,3.0,7.0,1999-10-07 20:00:00,6507.0,141.0,Verified,461 Moderate,461.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
449,20,59,0,2.0,1.0,,18.0,4.0,3.0,4.0,,6.0,1.0,2.0,,1.0,1.0,,,3.0,1.0,,4.0,1998-04-28 20:00:00,7033.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
450,22,35,0,1.0,,,5.0,2.0,,3.0,,,4.0,6.0,3.0,2.0,2.0,2.0,,4.0,1.0,,,1998-04-28 20:00:00,7034.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,U
451,1,36,0,3.0,1.0,1.0,39.0,11.0,3.0,16.0,1.0,8.0,,,,,,,4.0,6.0,5.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,7,27,0,2.0,2.0,,40.0,5.0,5.0,22.0,,8.0,,,,,,,,2.0,3.0,1.0,1.0,,,54.0,Verified,485 Moderate,485.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,U
453,7,31,0,,,,,,,,,,,3.0,1.0,,2.0,1.0,,,,,,1999-10-07 20:00:00,6508.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wired,,U
454,8,33,0,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,1998-04-28 20:00:00,7034.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,U
455,9,38,0,3.0,1.0,2.0,31.0,4.0,2.0,20.0,2.0,3.0,21.0,10.0,13.0,3.0,3.0,3.0,1.0,,1.0,2.0,1.0,1995-08-13 07:00:00,8024.0,0.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,U
456,9,34,0,2.0,1.0,1.0,27.0,5.0,4.0,16.0,1.0,1.0,,,,,,,2.0,2.0,4.0,1.0,,1998-04-28 20:00:00,7034.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,301.0,Moderate Risk,Good,No,,,U
457,11,20,0,2.0,,2.0,4.0,,1.0,,3.0,,10.0,14.0,18.0,3.0,3.0,4.0,,3.0,4.0,5.0,7.0,1999-09-13 07:00:00,6532.0,84.0,Verified,477 Moderate,477.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
458,12,25,0,1.0,,,7.0,1.0,1.0,3.0,1.0,1.0,,,,,,,,2.0,,,,1999-12-22 19:00:00,6431.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
459,13,25,0,1.0,1.0,,1.0,,1.0,,,,,2.0,,,1.0,,1.0,,1.0,,,1999-10-07 20:00:00,6508.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,U
460,13,55,0,1.0,1.0,,3.0,1.0,1.0,1.0,,,5.0,12.0,4.0,3.0,2.0,3.0,,5.0,2.0,,,1996-06-22 08:00:00,7709.0,312.0,Verified,275 Low,275.0,2.0,14.0,3.0,Lower Fraud Risk,2.0,Fraud Score 101 to 300,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wired,,U
461,14,37,0,,,,,,,,,,4.0,,6.0,1.0,,3.0,1.0,,,4.0,,1999-10-07 20:00:00,6507.0,23.0,Verified,493 Moderate,493.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,301.0,Moderate Risk,Good,No,,,U
462,15,51,0,3.0,,1.0,39.0,6.0,6.0,18.0,2.0,6.0,,,,,,,,,2.0,,8.0,1999-10-07 20:00:00,6507.0,325.0,Verified,273 Low,273.0,2.0,14.0,3.0,Lower Fraud Risk,2.0,Fraud Score 101 to 300,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
463,15,49,0,1.0,1.0,,6.0,,1.0,,,5.0,,2.0,2.0,,1.0,1.0,,,4.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,15,39,0,1.0,,1.0,6.0,,,3.0,1.0,2.0,1.0,2.0,4.0,1.0,1.0,2.0,,2.0,1.0,2.0,3.0,1998-04-28 20:00:00,7034.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
465,17,37,0,6.0,1.0,1.0,21.0,4.0,4.0,6.0,2.0,4.0,,1.0,,,1.0,,,,6.0,4.0,5.0,1999-10-07 20:00:00,6507.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,U
466,17,54,1,,,,,,,,,,,,,,,,,,,,,1996-06-22 08:00:00,7709.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,U
467,18,45,0,1.0,,,2.0,,,1.0,,,,,,,,,,,,3.0,,1998-04-28 20:00:00,7035.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,U
468,19,27,0,,,,3.0,,1.0,1.0,,1.0,,,,,,,,,2.0,,2.0,1998-04-28 20:00:00,7035.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,U
469,20,26,0,2.0,,,11.0,6.0,,5.0,,,,2.0,,,2.0,,1.0,12.0,1.0,,1.0,,,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,U
470,22,73,0,3.0,,2.0,11.0,,4.0,,2.0,4.0,,,4.0,,,1.0,,,7.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,6,71,0,,,,,,,,,,21.0,2.0,11.0,1.0,1.0,1.0,2.0,,,,,1995-08-13 07:00:00,8025.0,0.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
472,8,27,0,,,,4.0,,,1.0,1.0,2.0,,,,,,,,,2.0,,3.0,1995-08-13 07:00:00,8025.0,0.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wired,,U
473,8,52,0,,,,11.0,,,11.0,,,,,,,,,,,,,,1995-08-13 07:00:00,8025.0,0.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
474,9,44,0,,,,93.0,22.0,4.0,54.0,1.0,12.0,,,,,,,,,3.0,2.0,9.0,1995-08-13 07:00:00,8025.0,0.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wired,,U
475,10,29,0,,,,,,,,,,14.0,,1.0,2.0,,1.0,,9.0,,,3.0,1999-12-22 19:00:00,6432.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
476,10,45,0,1.0,1.0,,8.0,2.0,2.0,3.0,,1.0,,2.0,3.0,,1.0,1.0,,1.0,1.0,,3.0,2003-01-17 19:00:00,5310.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
477,12,34,0,,,,,,,,,,,,,,,,,,,,1.0,1998-04-28 20:00:00,7037.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
478,12,29,0,3.0,1.0,1.0,64.0,5.0,1.0,56.0,1.0,1.0,,,,,,,2.0,5.0,2.0,2.0,8.0,1999-12-22 19:00:00,6432.0,2252.0,Verified,089 Very Low,89.0,2.0,14.0,3.0,Lower Fraud Risk,1.0,Fraud Score 1 to 100,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,Y
479,13,36,0,1.0,,1.0,1.0,,,,1.0,,,,,,,,1.0,1.0,,2.0,,1995-08-13 07:00:00,8025.0,0.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
480,14,27,1,2.0,,1.0,8.0,2.0,1.0,2.0,1.0,1.0,7.0,,2.0,2.0,,1.0,,4.0,3.0,3.0,5.0,1998-04-28 20:00:00,7035.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,U
481,14,27,1,1.0,,,33.0,6.0,,24.0,,3.0,17.0,8.0,9.0,1.0,1.0,1.0,,7.0,1.0,,2.0,1995-08-13 07:00:00,8025.0,256.0,Verified,235 Low,235.0,2.0,14.0,3.0,Lower Fraud Risk,2.0,Fraud Score 101 to 300,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wired,,U
482,14,43,0,1.0,1.0,,25.0,3.0,2.0,18.0,,2.0,,,,,,,,,1.0,,,,,0.0,ValidDomain,500 Moderate,500.0,4.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Not Sure,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wired,,U
483,17,35,0,2.0,,2.0,42.0,7.0,5.0,20.0,2.0,8.0,2.0,1.0,5.0,1.0,1.0,1.0,,,9.0,2.0,8.0,1999-10-07 20:00:00,6508.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
484,17,38,0,2.0,1.0,1.0,18.0,1.0,2.0,13.0,1.0,1.0,,,,,,,1.0,,7.0,2.0,2.0,1999-05-25 08:00:00,6643.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
485,17,44,0,,,,2.0,,1.0,,1.0,,,,,,,,1.0,2.0,1.0,1.0,,1998-04-28 20:00:00,7036.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
486,18,25,0,1.0,,1.0,22.0,,2.0,19.0,1.0,,,,,,,,2.0,2.0,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,18,40,0,,,,3.0,,,2.0,,1.0,,,,,,,1.0,,,,2.0,1998-04-28 20:00:00,7036.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,U
488,20,33,0,,,,3.0,2.0,,1.0,,,3.0,3.0,5.0,2.0,2.0,4.0,,4.0,2.0,1.0,,2000-04-03 20:00:00,6329.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wired,,U
489,1,33,1,,,,,,,,,,,,,,,,4.0,,,,,1996-06-22 08:00:00,7712.0,1.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,2.0,2.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,U
491,11,22,0,1.0,,,8.0,1.0,3.0,1.0,,2.0,1.0,2.0,,1.0,1.0,,,1.0,4.0,1.0,5.0,1998-04-28 20:00:00,7036.0,152.0,Verified,458 Moderate,458.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
492,12,55,1,5.0,1.0,1.0,25.0,3.0,3.0,12.0,1.0,5.0,4.0,1.0,4.0,2.0,1.0,1.0,5.0,2.0,,,2.0,1996-06-22 08:00:00,7711.0,0.0,ValidDomain,500 Moderate,500.0,4.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Not Sure,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,U
493,12,22,0,1.0,1.0,,4.0,2.0,1.0,,,1.0,6.0,1.0,4.0,1.0,1.0,2.0,2.0,5.0,2.0,,3.0,1998-04-28 20:00:00,7036.0,51.0,Verified,486 Moderate,486.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
494,12,45,0,1.0,,,47.0,5.0,,42.0,,,8.0,1.0,5.0,1.0,1.0,1.0,,4.0,1.0,,1.0,1999-12-22 19:00:00,6433.0,847.0,Verified,184 Low,184.0,2.0,14.0,3.0,Lower Fraud Risk,2.0,Fraud Score 101 to 300,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wired,,U
495,12,33,1,,,,6.0,,,6.0,,,,1.0,,,1.0,,,,1.0,,2.0,1999-12-22 19:00:00,6433.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,U
496,13,21,0,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,1.0,,,1995-08-13 07:00:00,8026.0,2242.0,Verified,089 Very Low,89.0,2.0,14.0,3.0,Lower Fraud Risk,1.0,Fraud Score 1 to 100,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
497,13,35,0,1.0,1.0,,5.0,,2.0,,,3.0,,3.0,2.0,,2.0,1.0,,,3.0,,5.0,1998-04-28 20:00:00,7036.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,U
498,13,23,0,1.0,1.0,,4.0,,1.0,1.0,,2.0,,,,,,,,,3.0,,3.0,1995-08-13 07:00:00,8026.0,101.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
499,15,44,0,4.0,1.0,2.0,36.0,6.0,5.0,15.0,2.0,7.0,,,,,,,,4.0,1.0,4.0,8.0,1999-10-07 20:00:00,6509.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
500,15,24,0,3.0,,3.0,5.0,,2.0,,3.0,,11.0,12.0,20.0,3.0,2.0,8.0,2.0,,1.0,3.0,,1995-08-13 07:00:00,8026.0,7.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wired,,U
501,17,40,0,1.0,,1.0,5.0,2.0,1.0,,1.0,1.0,,,,,,,,3.0,,,4.0,,,0.0,ValidDomain,500 Moderate,500.0,4.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Not Sure,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,U
502,18,38,0,,,,12.0,2.0,,9.0,1.0,,,,,,,,,1.0,1.0,3.0,,1999-10-07 20:00:00,6509.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
503,18,50,0,1.0,1.0,,17.0,5.0,1.0,8.0,,3.0,28.0,2.0,11.0,2.0,1.0,1.0,,1.0,1.0,,5.0,1998-04-28 20:00:00,7036.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
504,18,27,0,2.0,1.0,1.0,15.0,3.0,2.0,7.0,1.0,2.0,4.0,1.0,5.0,3.0,1.0,3.0,1.0,14.0,22.0,14.0,61.0,2003-01-17 19:00:00,5311.0,32.0,Verified,491 Moderate,491.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
505,18,50,0,1.0,1.0,,1.0,,1.0,,,,2.0,3.0,10.0,2.0,2.0,3.0,,,,,,1996-06-22 08:00:00,7711.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
506,19,24,0,1.0,,,15.0,4.0,3.0,5.0,,2.0,,,,,,,,2.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,20,26,0,1.0,1.0,,33.0,5.0,1.0,24.0,,3.0,,,,,,,,7.0,2.0,,3.0,1995-08-13 07:00:00,8026.0,0.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
508,20,25,0,,,,12.0,1.0,1.0,6.0,,4.0,2.0,3.0,2.0,1.0,2.0,2.0,,2.0,2.0,1.0,4.0,1996-06-22 08:00:00,7712.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,U
509,21,31,0,3.0,,,3.0,,,,,,,,,,,,2.0,,,,,1999-01-15 07:00:00,6776.0,0.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,U
510,22,30,1,2.0,,2.0,2.0,,,,2.0,,,2.0,5.0,,1.0,2.0,,,,1.0,,1995-08-13 07:00:00,8027.0,0.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
511,1,47,0,1.0,,1.0,6.0,2.0,1.0,,1.0,2.0,,,,,,,,,1.0,,,1999-10-07 20:00:00,6510.0,0.0,ValidDomain,500 Moderate,500.0,4.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Not Sure,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,U
