,v001,v002,response,v4,v5,v14,v29,v120,v123,v173,v174,v175,v176,v177,v178,v179,v180,v181,v182,v183,v184,v185,v186,v191,v192,v193,v194,v195,v196,v197,v198,v199,v200,v201,v202,v203,v204,v172.1
419,15.0,23.0,0,,,,4.0,4.0,,808297200.0,8023.0,1485500400.0,185.0,1501496897.0,Verified,248 Low,248.0,2.0,14.0,3.0,Lower Fraud Risk,2.0,Fraud Score 101 to 300,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,U
420,15.0,36.0,0,,,,48.0,10.0,7.0,927619200.0,6641.0,1457334000.0,511.0,1457346427.0,ValidDomain,241 Low,241.0,4.0,14.0,3.0,Lower Fraud Risk,2.0,Fraud Score 101 to 300,1.0,1.0,Not Sure,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,U
421,20.0,23.0,0,1500.0,1.0,1919.99,8.0,9.0,11.0,945889200.0,6427.0,1471189823.0,347.0,1473181018.0,Verified,269 Low,269.0,2.0,14.0,3.0,Lower Fraud Risk,2.0,Fraud Score 101 to 300,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,U
422,9.0,53.0,0,7443.19,3.0,7151.98,30.0,,3.0,893793600.0,7031.0,1501314581.0,0.0,1501314581.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,U
423,9.0,31.0,0,,,,80.0,13.0,5.0,808297200.0,8021.0,1500327769.0,11.0,1500327768.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,U
424,11.0,35.0,0,2500.0,1.0,2500.0,1.0,,,937206000.0,6529.0,1496511489.0,55.0,1496511488.0,Verified,485 Moderate,485.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,U
425,12.0,30.0,0,1200.0,1.0,1208.4,12.0,,1.0,893793600.0,7031.0,1448953200.0,606.0,1448968551.0,Verified,224 Low,224.0,2.0,14.0,3.0,Lower Fraud Risk,2.0,Fraud Score 101 to 300,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,U
426,14.0,52.0,0,3400.0,2.0,3100.0,19.0,,,939326400.0,6506.0,1501496770.0,0.0,1501496770.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,U
427,16.0,28.0,0,,,,3.0,1.0,2.0,945889200.0,6428.0,1501339123.0,0.0,1501339123.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,U
428,8.0,31.0,0,,,,2.0,1.0,,808297200.0,8022.0,1501398320.0,0.0,1501398319.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,U
429,11.0,31.0,0,2500.0,1.0,2500.0,1.0,,,808297200.0,8023.0,1501496780.0,0.0,1501496780.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,301.0,Moderate Risk,Good,No,,U
430,15.0,38.0,0,10495.68,3.0,8574.19,45.0,1.0,1.0,835430400.0,7707.0,1501421026.0,0.0,1501421025.0,ValidDomain,500 Moderate,500.0,4.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Not Sure,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,U
431,15.0,55.0,0,1000.0,1.0,1000.0,5.0,,,893793600.0,7032.0,1501423734.0,0.0,1501423734.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,U
433,23.0,24.0,0,900.0,1.0,900.0,14.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,1.0,21.0,0,1050.0,1.0,681.96,34.0,2.0,1.0,939326400.0,6506.0,1472623399.0,333.0,1472623399.0,Verified,272 Low,272.0,2.0,14.0,3.0,Lower Fraud Risk,2.0,Fraud Score 101 to 300,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,U
435,5.0,35.0,0,1000.0,1.0,1000.0,40.0,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,7.0,32.0,1,3000.0,1.0,3172.1,1.0,4.0,6.0,1034946000.0,5399.0,1501496756.0,0.0,1501496755.0,ValidDomain,500 Moderate,500.0,4.0,29.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Not Sure,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wired,U
437,8.0,33.0,0,4299.79,2.0,3518.81,33.0,,7.0,1042830000.0,5308.0,1501484572.0,0.0,1501484572.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,U
438,8.0,42.0,0,2700.0,2.0,2714.0,43.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,11.0,48.0,0,3498.22,3.0,3807.68,17.0,,,893793600.0,7033.0,1501494054.0,0.0,1501494054.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wired,U
440,11.0,24.0,0,1500.0,1.0,750.0,2.0,2.0,,808297200.0,8023.0,1501495164.0,0.0,1501495164.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,U
441,14.0,35.0,0,1000.0,1.0,1000.0,4.0,,2.0,893793600.0,7033.0,1501513788.0,0.0,1501513788.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,U
442,14.0,70.0,1,4991.76,1.0,5575.8,2.0,3.0,8.0,939326400.0,6506.0,1486471626.0,173.0,1486471626.0,Verified,453 Moderate,453.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,2.0,2.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,U
443,14.0,22.0,0,3100.0,2.0,3428.5,5.0,,6.0,893793600.0,7033.0,1491296447.0,117.0,1491296447.0,Verified,468 Moderate,468.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wired,U
444,15.0,56.0,0,5211.25,3.0,5318.68,32.0,3.0,6.0,893793600.0,7033.0,1501509600.0,0.0,1501509600.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,U
445,16.0,32.0,0,3500.0,2.0,3921.31,10.0,4.0,3.0,978375600.0,6054.0,1501513807.0,0.0,1501513805.0,ValidDomain,500 Moderate,500.0,4.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Not Sure,Yes,Low,4.0,510.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,U
446,17.0,27.0,0,,,,11.0,5.0,1.0,808297200.0,8024.0,1428510020.0,845.0,1428510028.0,Verified,142 Low,142.0,2.0,14.0,3.0,Lower Fraud Risk,2.0,Fraud Score 101 to 300,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,Y
447,18.0,25.0,0,,,,15.0,1.0,3.0,,,1501580020.0,0.0,1501580020.0,ValidDomain,500 Moderate,500.0,4.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Not Sure,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,U
448,19.0,27.0,0,8220.83,5.0,8457.3,26.0,3.0,7.0,939326400.0,6507.0,1489330969.0,141.0,1492108224.0,Verified,461 Moderate,461.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,U
449,20.0,59.0,0,4800.0,2.0,5122.1,18.0,1.0,4.0,893793600.0,7033.0,1501528705.0,0.0,1501528704.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,U
450,22.0,35.0,0,2000.0,1.0,2000.0,5.0,1.0,,893793600.0,7034.0,1501572087.0,0.0,1501572087.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,U
451,1.0,36.0,0,6800.0,3.0,4578.03,39.0,5.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,7.0,27.0,0,4413.0,2.0,4439.6,40.0,3.0,1.0,,,1496856705.0,54.0,1496856706.0,Verified,485 Moderate,485.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,U
453,7.0,31.0,0,,,,,,,939326400.0,6508.0,1501665102.0,0.0,1501665101.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wired,U
454,8.0,33.0,0,1600.0,1.0,1600.0,1.0,,,893793600.0,7034.0,1501577351.0,0.0,1501577351.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,U
455,9.0,38.0,0,6250.0,3.0,6309.3,31.0,1.0,1.0,808297200.0,8024.0,1501574475.0,0.0,1501574475.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,U
456,9.0,34.0,0,6800.0,2.0,6173.4,27.0,4.0,,893793600.0,7034.0,1501574456.0,0.0,1501574456.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,301.0,Moderate Risk,Good,No,,U
457,11.0,20.0,0,2000.0,2.0,2195.9,4.0,4.0,7.0,937206000.0,6532.0,1494226652.0,84.0,1494226652.0,Verified,477 Moderate,477.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,U
458,12.0,25.0,0,355.71,1.0,355.71,7.0,,,945889200.0,6431.0,1501584301.0,0.0,1501584301.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,U
459,13.0,25.0,0,460.0,1.0,470.0,1.0,1.0,,939326400.0,6508.0,1501664075.0,0.0,1501664074.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,U
460,13.0,55.0,0,500.0,1.0,501.57,3.0,2.0,,835430400.0,7709.0,1474534565.0,312.0,1474534565.0,Verified,275 Low,275.0,2.0,14.0,3.0,Lower Fraud Risk,2.0,Fraud Score 101 to 300,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wired,U
461,14.0,37.0,0,,,,,,,939326400.0,6507.0,1499522780.0,23.0,1499522779.0,Verified,493 Moderate,493.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,301.0,Moderate Risk,Good,No,,U
462,15.0,51.0,0,10375.23,3.0,9596.61,39.0,2.0,8.0,939326400.0,6507.0,1473420457.0,325.0,1473420457.0,Verified,273 Low,273.0,2.0,14.0,3.0,Lower Fraud Risk,2.0,Fraud Score 101 to 300,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,U
463,15.0,49.0,0,901.0,1.0,872.1,6.0,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,15.0,39.0,0,3500.0,1.0,3581.2,6.0,1.0,3.0,893793600.0,7034.0,1501598079.0,0.0,1501598078.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,U
465,17.0,37.0,0,6274.27,6.0,6256.04,21.0,6.0,5.0,939326400.0,6507.0,1501600624.0,0.0,1501600623.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,U
466,17.0,54.0,1,,,,,,,835430400.0,7709.0,1501601363.0,0.0,1501601362.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,U
467,18.0,45.0,0,500.0,1.0,510.0,2.0,,,893793600.0,7035.0,1501663986.0,0.0,1501663985.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,U
468,19.0,27.0,0,,,,3.0,2.0,2.0,893793600.0,7035.0,1501653745.0,0.0,1501653744.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,U
469,20.0,26.0,0,7436.7,2.0,7436.7,11.0,1.0,1.0,,,1501653741.0,0.0,1501653741.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,U
470,22.0,73.0,0,5550.0,3.0,5864.28,11.0,7.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,6.0,71.0,0,,,,,,,808297200.0,8025.0,1501654129.0,0.0,1501654129.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,U
472,8.0,27.0,0,,,,4.0,2.0,3.0,808297200.0,8025.0,1501680337.0,0.0,1501680337.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wired,U
473,8.0,52.0,0,,,,11.0,,,808297200.0,8025.0,1501686258.0,0.0,1501686257.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,U
474,9.0,44.0,0,,,,93.0,3.0,9.0,808297200.0,8025.0,1501660241.0,0.0,1501660241.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wired,U
475,10.0,29.0,0,,,,,,3.0,945889200.0,6432.0,1501680340.0,0.0,1501680339.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,U
476,10.0,45.0,0,1000.0,1.0,1000.0,8.0,1.0,3.0,1042830000.0,5310.0,1501665184.0,0.0,1501665184.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,U
477,12.0,34.0,0,,,,,,1.0,893793600.0,7037.0,1501836886.0,0.0,1501836885.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,U
478,12.0,29.0,0,8352.0,3.0,8247.15,64.0,2.0,8.0,945889200.0,6432.0,1306998000.0,2252.0,1428513132.0,Verified,089 Very Low,89.0,2.0,14.0,3.0,Lower Fraud Risk,1.0,Fraud Score 1 to 100,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,Y
479,13.0,36.0,0,1500.0,1.0,1500.0,1.0,,,808297200.0,8025.0,1501678918.0,0.0,1501678918.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,U
480,14.0,27.0,1,3250.0,2.0,3852.53,8.0,3.0,5.0,893793600.0,7035.0,1501676350.0,0.0,1501676349.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,U
481,14.0,27.0,1,1180.0,1.0,947.68,33.0,1.0,2.0,808297200.0,8025.0,1479455819.0,256.0,1479455819.0,Verified,235 Low,235.0,2.0,14.0,3.0,Lower Fraud Risk,2.0,Fraud Score 101 to 300,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wired,U
482,14.0,43.0,0,2000.0,1.0,2010.5,25.0,1.0,,,,1501680624.0,0.0,1501680624.0,ValidDomain,500 Moderate,500.0,4.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Not Sure,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wired,U
483,17.0,35.0,0,3200.0,2.0,3582.3,42.0,9.0,8.0,939326400.0,6508.0,1501688438.0,0.0,1501688438.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,U
484,17.0,38.0,0,3500.0,2.0,3636.8,18.0,7.0,2.0,927619200.0,6643.0,1501689592.0,0.0,1501689592.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,U
485,17.0,44.0,0,,,,2.0,1.0,,893793600.0,7036.0,1501772757.0,0.0,1501772757.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,U
486,18.0,25.0,0,3500.0,1.0,3528.8,22.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,18.0,40.0,0,,,,3.0,,2.0,893793600.0,7036.0,1501753300.0,0.0,1501753300.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,U
488,20.0,33.0,0,,,,3.0,2.0,,954792000.0,6329.0,1501701269.0,0.0,1501701269.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wired,U
489,1.0,33.0,1,,,,,,,835430400.0,7712.0,1501654358.0,1.0,1501654358.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,2.0,2.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,U
491,11.0,22.0,0,280.0,1.0,295.2,8.0,4.0,5.0,893793600.0,7036.0,1488550716.0,152.0,1488550716.0,Verified,458 Moderate,458.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,U
492,12.0,55.0,1,11689.87,5.0,12259.96,25.0,,2.0,835430400.0,7711.0,1501755636.0,0.0,1501755634.0,ValidDomain,500 Moderate,500.0,4.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Not Sure,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,U
493,12.0,22.0,0,454.88,1.0,484.35,4.0,2.0,3.0,893793600.0,7036.0,1497265413.0,51.0,1497265412.0,Verified,486 Moderate,486.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,U
494,12.0,45.0,0,1400.0,1.0,1769.34,47.0,1.0,1.0,945889200.0,6433.0,1428517170.0,847.0,1428517175.0,Verified,184 Low,184.0,2.0,14.0,3.0,Lower Fraud Risk,2.0,Fraud Score 101 to 300,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wired,U
495,12.0,33.0,1,,,,6.0,1.0,2.0,945889200.0,6433.0,1501757184.0,0.0,1501757184.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,U
496,13.0,21.0,0,1000.0,1.0,500.0,1.0,1.0,,808297200.0,8026.0,1307987940.0,2242.0,1494353853.0,Verified,089 Very Low,89.0,2.0,14.0,3.0,Lower Fraud Risk,1.0,Fraud Score 1 to 100,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,U
497,13.0,35.0,0,1500.0,1.0,750.0,5.0,3.0,5.0,893793600.0,7036.0,1501763968.0,0.0,1501763968.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,U
498,13.0,23.0,0,1000.0,1.0,500.0,4.0,3.0,3.0,808297200.0,8026.0,1493017200.0,101.0,1493000240.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,U
