"key1";"v171";"v172";"v173";"v174";"v175";"v176";"v177";"v178";"v179";"v180";"v181";"v182";"v183";"v184";"v185";"v186";"v187";"v188";"v189";"v190";"v191";"v192";"v193";"v194";"v195";"v196";"v197";"v198";"v199";"v200";"v201";"v202";"v203";"v204";"v171";"v172"
11512;NA;NA;2000-04-03 20:00:00;6337;2015-08-22 20:47:42;718;2016-12-16 10:42:45;"Verified";"204+Low";204;2;14;3;"Lower+Fraud+Risk";2;"Fraud+Score+101+to+300";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate+By+Proxy+Reputation+And+Country+Code";"Good";"No";"wifi";NA;"U"
11445;NA;NA;1998-04-28 20:00:00;7043;2017-08-10 05:37:36;0;2017-08-10 05:37:36;"Verified";"500+Moderate";500;2;28;4;"Moderate+Fraud+Risk";3;"Fraud+Score+301+to+600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate+By+Proxy+Reputation+And+Country+Code";"Good";"No";"wifi";NA;"U"
11451;NA;NA;1999-10-07 20:00:00;6516;2017-08-10 05:37:53;0;2017-08-10 05:37:51;"EmailInexistent";"709+Review";709;3;2;11;"Data+Entry+Review";4;"Fraud+Score+601+to+799";NA;NA;NA;NA;1;1;"No";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate+By+Proxy+Reputation+And+Country+Code";"Good";"No";"wifi";NA;"U"
11444;NA;NA;1995-08-13 07:00:00;8033;2017-08-10 05:42:27;0;2017-08-10 05:42:27;"Verified";"500+Moderate";500;2;8;4;"Moderate+Fraud+Risk";3;"Fraud+Score+301+to+600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate+By+Proxy+Reputation+And+Country+Code";"Good";"No";"mobile";NA;"U"
11435;NA;NA;1999-10-07 20:00:00;6516;2017-08-10 05:42:32;0;2017-08-10 05:42:31;"Verified";"500+Moderate";500;2;28;4;"Moderate+Fraud+Risk";3;"Fraud+Score+301+to+600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate+By+Proxy+Reputation+And+Country+Code";"Good";"No";"mobile";NA;"U"
11440;NA;NA;1998-04-28 20:00:00;7043;2017-08-10 05:42:34;0;2017-08-10 05:42:34;"Verified";"500+Moderate";500;2;28;4;"Moderate+Fraud+Risk";3;"Fraud+Score+301+to+600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate+By+Proxy+Reputation+And+Country+Code";"Good";"No";"wifi";NA;"U"
11456;NA;NA;1999-12-22 19:00:00;6440;2016-08-27 09:30:59;347;2017-03-13 14:01:24;"Verified";"269+Low";269;2;14;3;"Lower+Fraud+Risk";2;"Fraud+Score+101+to+300";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate+By+Proxy+Reputation+And+Country+Code";"Good";"No";"mobile";NA;"U"
11450;NA;NA;1995-08-13 07:00:00;8033;2017-08-10 05:43:27;0;2017-08-10 05:43:26;"Verified";"500+Moderate";500;2;8;4;"Moderate+Fraud+Risk";3;"Fraud+Score+301+to+600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate+By+Proxy+Reputation+And+Country+Code";"Good";"No";"mobile";NA;"U"
11462;NA;NA;1995-08-13 07:00:00;8033;2017-08-10 05:44:01;0;2017-08-10 05:44:01;"Verified";"500+Moderate";500;2;8;4;"Moderate+Fraud+Risk";3;"Fraud+Score+301+to+600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate+By+Proxy+Reputation+And+Country+Code";"Good";"No";"wifi";NA;"U"
11490;NA;NA;1999-10-07 20:00:00;6516;2017-06-12 13:30:47;58;2017-06-12 13:30:47;"Verified";"484+Moderate";484;2;28;4;"Moderate+Fraud+Risk";3;"Fraud+Score+301+to+600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate+By+Proxy+Reputation+And+Country+Code";"Good";"No";"wifi";NA;"U"
11441;NA;NA;1998-04-28 20:00:00;7043;2017-08-10 05:45:38;0;2017-08-10 05:45:38;"Verified";"500+Moderate";500;2;28;4;"Moderate+Fraud+Risk";3;"Fraud+Score+301+to+600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate+By+Proxy+Reputation+And+Country+Code";"Good";"No";"mobile";NA;"U"
11468;NA;NA;1995-08-13 07:00:00;8033;2017-08-10 06:38:53;0;2017-08-10 06:38:52;"Verified";"500+Moderate";500;2;8;4;"Moderate+Fraud+Risk";3;"Fraud+Score+301+to+600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate+By+Proxy+Reputation+And+Country+Code";"Good";"No";"wifi";NA;"U"
11471;NA;NA;1998-04-28 20:00:00;7043;2017-04-12 06:34:51;119;2017-04-12 06:34:51;"Verified";"467+Moderate";467;2;28;4;"Moderate+Fraud+Risk";3;"Fraud+Score+301+to+600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate+By+Proxy+Reputation+And+Country+Code";"Good";"No";"mobile";NA;"U"
11329;NA;NA;2003-01-25 07:00:00;5311;2017-02-07 12:29:48;183;2017-02-07 12:29:48;"Verified";"298+Low";298;2;14;3;"Lower+Fraud+Risk";2;"Fraud+Score+101+to+300";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate+By+Proxy+Reputation+And+Country+Code";"Good";"No";"mobile";NA;"U"
11474;NA;NA;1995-08-13 07:00:00;8033;2017-05-31 08:33:30;70;2017-05-31 08:33:30;"Verified";"500+Moderate";500;2;8;4;"Moderate+Fraud+Risk";3;"Fraud+Score+301+to+600";NA;NA;NA;NA;2;2;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate+By+Proxy+Reputation+And+Country+Code";"Good";"No";"mobile";NA;"U"
11476;NA;NA;1999-12-22 19:00:00;6440;2010-09-06 07:00:00;2529;2015-04-22 21:15:59;"Verified";"085+Very+Low";85;2;14;3;"Lower+Fraud+Risk";1;"Fraud+Score+1+to+100";NA;NA;NA;NA;2;2;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate+By+Proxy+Reputation+And+Country+Code";"Good";"No";"mobile";NA;"U"
11472;NA;NA;1995-01-01 12:00:00;8256;2017-08-10 06:56:39;0;2017-08-10 06:56:39;"Verified";"500+Moderate";500;2;28;4;"Moderate+Fraud+Risk";3;"Fraud+Score+301+to+600";NA;NA;NA;325;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate+By+Proxy+Reputation+And+Country+Code";"Good";"No";"mobile";NA;"Y"
11480;NA;NA;2000-04-03 20:00:00;6337;2017-08-10 07:11:13;0;2017-08-10 07:11:13;"Verified";"500+Moderate";500;2;28;4;"Moderate+Fraud+Risk";3;"Fraud+Score+301+to+600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate+By+Proxy+Reputation+And+Country+Code";"Good";"No";"wifi";NA;"U"
11316;NA;NA;1999-12-22 19:00:00;6440;2016-11-22 07:00:00;260;2017-02-09 17:41:42;"Verified";"285+Low";285;2;14;3;"Lower+Fraud+Risk";2;"Fraud+Score+101+to+300";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate+By+Proxy+Reputation+And+Country+Code";"Good";"No";"mobile";NA;"U"
11475;NA;NA;1998-04-28 20:00:00;7043;2016-08-22 14:04:40;352;2016-10-24 20:45:23;"Verified";"268+Low";268;2;14;3;"Lower+Fraud+Risk";2;"Fraud+Score+101+to+300";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate+By+Proxy+Reputation+And+Country+Code";"Good";"No";"wired";NA;"U"
11494;NA;NA;2002-06-30 08:00:00;5519;2017-08-10 08:00:41;0;2017-08-10 08:00:40;"Verified";"500+Moderate";500;2;28;4;"Moderate+Fraud+Risk";3;"Fraud+Score+301+to+600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate+By+Proxy+Reputation+And+Country+Code";"Good";"No";"mobile";NA;"U"
10860;NA;NA;1999-05-25 08:00:00;6651;2016-08-26 14:54:52;348;2016-08-26 14:54:53;"Verified";"269+Low";269;2;14;3;"Lower+Fraud+Risk";2;"Fraud+Score+101+to+300";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate+By+Proxy+Reputation+And+Country+Code";"Good";"No";"wifi";NA;"U"
11526;NA;NA;1998-04-28 20:00:00;7043;2017-08-10 08:25:55;0;2017-08-10 08:25:55;"Verified";"500+Moderate";500;2;28;4;"Moderate+Fraud+Risk";3;"Fraud+Score+301+to+600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate+By+Proxy+Reputation+And+Country+Code";"Good";"No";"wifi";NA;"U"
11497;NA;NA;1998-07-29 13:00:00;6951;2017-08-10 08:26:00;0;2017-08-10 08:25:58;"Verified";"500+Moderate";500;2;28;4;"Moderate+Fraud+Risk";3;"Fraud+Score+301+to+600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate+By+Proxy+Reputation+And+Country+Code";"Good";"No";"mobile";NA;"U"
11501;NA;NA;1999-10-07 20:00:00;6516;2017-03-22 06:59:33;140;2017-05-08 06:08:36;"Verified";"462+Moderate";462;2;28;4;"Moderate+Fraud+Risk";3;"Fraud+Score+301+to+600";NA;NA;NA;NA;2;2;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate+By+Proxy+Reputation+And+Country+Code";"Good";"No";"mobile";NA;"U"
11467;NA;NA;1996-06-22 08:00:00;7718;2017-07-06 12:16:02;34;2017-07-06 12:16:02;"Verified";"490+Moderate";490;2;28;4;"Moderate+Fraud+Risk";3;"Fraud+Score+301+to+600";NA;NA;NA;NA;2;2;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate+By+Proxy+Reputation+And+Country+Code";"Good";"No";"mobile";NA;"U"
11415;NA;NA;1995-08-13 07:00:00;8033;2017-08-10 08:35:40;0;2017-08-10 08:35:40;"Verified";"500+Moderate";500;2;8;4;"Moderate+Fraud+Risk";3;"Fraud+Score+301+to+600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate+By+Proxy+Reputation+And+Country+Code";"Good";"No";"mobile";NA;"U"
11519;NA;NA;1999-12-22 19:00:00;6440;2017-08-10 08:35:44;0;2017-08-10 08:35:43;"Verified";"500+Moderate";500;2;28;4;"Moderate+Fraud+Risk";3;"Fraud+Score+301+to+600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate+By+Proxy+Reputation+And+Country+Code";"Good";"No";"wifi";NA;"U"
11547;NA;NA;1999-10-07 20:00:00;6516;2017-03-17 10:29:15;145;2017-03-17 10:29:15;"Verified";"460+Moderate";460;2;28;4;"Moderate+Fraud+Risk";3;"Fraud+Score+301+to+600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate+By+Proxy+Reputation+And+Country+Code";"Good";"No";"wifi";NA;"U"
11551;NA;NA;1998-04-28 20:00:00;7043;2017-08-10 08:55:03;0;2017-08-10 08:55:02;"Verified";"500+Moderate";500;2;28;4;"Moderate+Fraud+Risk";3;"Fraud+Score+301+to+600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate+By+Proxy+Reputation+And+Country+Code";"Good";"No";"wired";NA;"U"
11534;NA;NA;1999-10-07 20:00:00;6516;2017-01-03 18:08:40;218;2017-01-30 16:02:06;"Verified";"292+Low";292;2;14;3;"Lower+Fraud+Risk";2;"Fraud+Score+101+to+300";NA;NA;NA;NA;2;2;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate+By+Proxy+Reputation+And+Country+Code";"Good";"No";"mobile";NA;"U"
11541;NA;NA;1998-04-28 20:00:00;7043;2017-08-10 08:43:12;0;2017-08-10 08:43:12;"Verified";"500+Moderate";500;2;28;4;"Moderate+Fraud+Risk";3;"Fraud+Score+301+to+600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate+By+Proxy+Reputation+And+Country+Code";"Good";"No";"mobile";NA;"U"
11524;NA;NA;1999-10-07 20:00:00;6516;2016-09-09 11:17:01;334;2016-09-09 11:17:01;"Verified";"272+Low";272;2;14;3;"Lower+Fraud+Risk";2;"Fraud+Score+101+to+300";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate+By+Proxy+Reputation+And+Country+Code";"Good";"No";"wifi";NA;"U"
11577;NA;NA;1996-06-22 08:00:00;7718;2016-12-14 07:00:00;239;2016-12-14 15:34:43;"Verified";"238+Low";238;2;14;3;"Lower+Fraud+Risk";2;"Fraud+Score+101+to+300";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate+By+Proxy+Reputation+And+Country+Code";"Good";"No";"mobile";NA;"U"
11576;NA;NA;2008-02-10 22:17:27;3468;2017-08-10 08:51:49;0;2017-08-10 08:51:48;"Verified";"500+Moderate";500;2;28;4;"Moderate+Fraud+Risk";3;"Fraud+Score+301+to+600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate+By+Proxy+Reputation+And+Country+Code";"Good";"No";"wired";NA;"U"
11554;NA;NA;1996-06-22 08:00:00;7718;2015-04-08 16:42:33;854;2015-04-08 16:42:35;"Verified";"141+Low";141;2;14;3;"Lower+Fraud+Risk";2;"Fraud+Score+101+to+300";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate+By+Proxy+Reputation+And+Country+Code";"Good";"No";"wifi";NA;"U"
11503;NA;NA;1999-10-07 20:00:00;6516;2016-11-04 07:00:00;278;2017-02-09 17:15:25;"Verified";"281+Low";281;2;14;3;"Lower+Fraud+Risk";2;"Fraud+Score+101+to+300";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate+By+Proxy+Reputation+And+Country+Code";"Good";"No";"mobile";NA;"U"
11573;NA;NA;1999-05-25 08:00:00;6651;2016-10-20 10:13:18;293;2016-10-20 10:13:18;"Verified";"279+Low";279;2;14;3;"Lower+Fraud+Risk";2;"Fraud+Score+101+to+300";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate+By+Proxy+Reputation+And+Country+Code";"Good";"No";"wired";NA;"U"
11559;NA;NA;2002-06-30 08:00:00;5519;2017-08-10 08:53:01;0;2017-08-10 08:53:00;"Verified";"500+Moderate";500;2;28;4;"Moderate+Fraud+Risk";3;"Fraud+Score+301+to+600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate+By+Proxy+Reputation+And+Country+Code";"Good";"No";"wifi";NA;"U"
11557;NA;NA;2003-01-17 19:00:00;5318;2017-08-10 08:53:33;0;2017-08-10 08:53:31;"Verified";"500+Moderate";500;2;28;4;"Moderate+Fraud+Risk";3;"Fraud+Score+301+to+600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate+By+Proxy+Reputation+And+Country+Code";"Good";"No";"wifi";NA;"U"
11505;NA;NA;1999-09-13 07:00:00;6541;2015-10-07 07:00:00;672;2017-02-07 13:36:21;"Verified";"212+Low";212;2;14;3;"Lower+Fraud+Risk";2;"Fraud+Score+101+to+300";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate+By+Proxy+Reputation+And+Country+Code";"Good";"No";"mobile";NA;"U"
11543;NA;NA;1998-04-28 20:00:00;7043;2015-04-08 15:52:29;854;2015-04-08 15:52:37;"Verified";"141+Low";141;2;14;3;"Lower+Fraud+Risk";2;"Fraud+Score+101+to+300";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate+By+Proxy+Reputation+And+Country+Code";"Good";"No";"wifi";NA;"U"
11545;NA;NA;1995-08-13 07:00:00;8033;2017-01-26 07:00:00;195;2017-05-05 19:27:03;"Verified";"246+Low";246;2;14;3;"Lower+Fraud+Risk";2;"Fraud+Score+101+to+300";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate+By+Proxy+Reputation+And+Country+Code";"Good";"No";"mobile";NA;"U"
11518;NA;NA;1998-04-28 20:00:00;7043;2017-02-01 07:00:00;190;2017-04-09 10:45:08;"Verified";"278+Low";278;2;15;3;"Lower+Fraud+Risk";2;"Fraud+Score+101+to+300";NA;NA;NA;1;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate+By+Proxy+Reputation+And+Country+Code";"Good";"No";"wired";NA;"N"
11584;NA;NA;1998-04-28 20:00:00;7043;2017-08-10 08:59:36;0;2017-08-10 08:59:36;"Verified";"500+Moderate";500;2;28;4;"Moderate+Fraud+Risk";3;"Fraud+Score+301+to+600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate+By+Proxy+Reputation+And+Country+Code";"Good";"No";"wifi";NA;"U"
11579;NA;NA;1998-04-28 20:00:00;7043;2017-03-13 12:50:51;149;2017-03-13 12:50:51;"Verified";"459+Moderate";459;2;28;4;"Moderate+Fraud+Risk";3;"Fraud+Score+301+to+600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate+By+Proxy+Reputation+And+Country+Code";"Good";"No";"mobile";NA;"U"
11583;NA;NA;1995-08-13 07:00:00;8033;2017-08-10 09:00:04;0;2017-08-10 09:00:04;"Verified";"500+Moderate";500;2;8;4;"Moderate+Fraud+Risk";3;"Fraud+Score+301+to+600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate+By+Proxy+Reputation+And+Country+Code";"Good";"No";"wifi";NA;"U"
11582;2013-11-20 09:54:06;1358;1998-01-01 19:00:00;7160;2013-11-20 09:54:06;1358;2017-01-17 06:33:41;"Certified";"118+Low";118;1;13;3;"Lower+Fraud+Risk";2;"Fraud+Score+101+to+300";NA;NA;NA;NA;2;2;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate+By+Proxy+Reputation+And+Country+Code";"Good";"No";"mobile";NA;"P"
11587;NA;NA;1998-04-28 20:00:00;7043;2017-06-24 03:31:22;46;2017-06-24 03:31:22;"Verified";"487+Moderate";487;2;28;4;"Moderate+Fraud+Risk";3;"Fraud+Score+301+to+600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate+By+Proxy+Reputation+And+Country+Code";"Good";"No";"wifi";NA;"U"
11076;NA;NA;1995-08-13 07:00:00;8033;2017-05-30 13:24:53;71;2017-05-30 13:24:52;"Verified";"500+Moderate";500;2;8;4;"Moderate+Fraud+Risk";3;"Fraud+Score+301+to+600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate+By+Proxy+Reputation+And+Country+Code";"Good";"No";"mobile";NA;"U"
11378;NA;NA;1995-08-13 07:00:00;8033;2017-08-10 09:03:35;0;2017-08-10 09:03:34;"Verified";"500+Moderate";500;2;8;4;"Moderate+Fraud+Risk";3;"Fraud+Score+301+to+600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate+By+Proxy+Reputation+And+Country+Code";"Good";"No";"wired";NA;"U"
11589;NA;NA;NA;NA;2017-08-10 09:11:02;0;2017-08-10 09:11:00;"Verified";"500+Moderate";500;2;28;4;"Moderate+Fraud+Risk";3;"Fraud+Score+301+to+600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate+By+Proxy+Reputation+And+Country+Code";"Good";"No";"wifi";NA;"U"
11593;NA;NA;1998-04-28 20:00:00;7043;2017-08-10 09:11:48;0;2017-08-10 09:11:47;"Verified";"500+Moderate";500;2;28;4;"Moderate+Fraud+Risk";3;"Fraud+Score+301+to+600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate+By+Proxy+Reputation+And+Country+Code";"Good";"No";"wifi";NA;"U"
11600;NA;NA;1996-06-22 08:00:00;7718;2017-08-10 09:14:41;0;2017-08-10 09:14:40;"Verified";"500+Moderate";500;2;28;4;"Moderate+Fraud+Risk";3;"Fraud+Score+301+to+600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate+By+Proxy+Reputation+And+Country+Code";"Good";"No";"wifi";NA;"U"
10736;NA;NA;1995-08-13 07:00:00;8033;2017-07-03 05:15:57;37;2017-07-03 05:15:57;"Verified";"500+Moderate";500;2;8;4;"Moderate+Fraud+Risk";3;"Fraud+Score+301+to+600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate+By+Proxy+Reputation+And+Country+Code";"Good";"No";"mobile";NA;"U"
11630;NA;NA;1999-09-13 07:00:00;6541;2016-11-09 07:00:00;273;2017-02-09 17:28:50;"Verified";"282+Low";282;2;14;3;"Lower+Fraud+Risk";2;"Fraud+Score+101+to+300";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate+By+Proxy+Reputation+And+Country+Code";"Good";"No";"mobile";NA;"U"
11613;NA;NA;2003-03-25 12:00:00;5251;2017-08-10 09:28:40;0;2017-08-10 09:28:39;"Verified";"500+Moderate";500;2;28;4;"Moderate+Fraud+Risk";3;"Fraud+Score+301+to+600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate+By+Proxy+Reputation+And+Country+Code";"Good";"No";"wifi";NA;"U"
11619;NA;NA;1999-10-07 20:00:00;6516;2017-08-10 09:29:06;0;2017-08-10 09:29:05;"Verified";"500+Moderate";500;2;28;4;"Moderate+Fraud+Risk";3;"Fraud+Score+301+to+600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate+By+Proxy+Reputation+And+Country+Code";"Good";"No";"wifi";NA;"U"
11629;NA;NA;1998-04-28 20:00:00;7043;2017-04-22 06:14:49;109;2017-04-22 06:14:49;"Verified";"470+Moderate";470;2;28;4;"Moderate+Fraud+Risk";3;"Fraud+Score+301+to+600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate+By+Proxy+Reputation+And+Country+Code";"Good";"No";"wifi";NA;"U"
11633;NA;NA;1999-12-22 19:00:00;6440;2017-08-10 09:29:34;0;2017-08-10 09:29:33;"Verified";"500+Moderate";500;2;28;4;"Moderate+Fraud+Risk";3;"Fraud+Score+301+to+600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate+By+Proxy+Reputation+And+Country+Code";"Good";"No";"mobile";NA;"U"
11594;NA;NA;1999-12-22 19:00:00;6440;2017-02-07 15:01:22;183;2017-02-23 07:26:30;"Verified";"298+Low";298;2;14;3;"Lower+Fraud+Risk";2;"Fraud+Score+101+to+300";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate+By+Proxy+Reputation+And+Country+Code";"Good";"No";"mobile";NA;"U"
11351;NA;NA;2000-04-03 20:00:00;6337;2017-08-10 09:30:51;0;2017-08-10 09:30:51;"Verified";"500+Moderate";500;2;28;4;"Moderate+Fraud+Risk";3;"Fraud+Score+301+to+600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate+By+Proxy+Reputation+And+Country+Code";"Good";"No";"mobile";NA;"U"
11575;NA;NA;1998-01-21 19:00:00;7140;2017-08-10 09:30:56;0;2017-08-10 09:30:54;"ValidDomain";"500+Moderate";500;4;8;4;"Moderate+Fraud+Risk";3;"Fraud+Score+301+to+600";NA;NA;NA;NA;1;1;"Not+Sure";"Yes";"Low";4;510;3;"Moderate";311;"Moderate+By+Proxy+Reputation+And+Country+Code";"Good";"No";"mobile";NA;"U"
11398;NA;NA;1995-08-13 07:00:00;8033;2017-08-10 09:30:57;0;2017-08-10 09:30:57;"Verified";"500+Moderate";500;2;8;4;"Moderate+Fraud+Risk";3;"Fraud+Score+301+to+600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate+By+Proxy+Reputation+And+Country+Code";"Good";"No";"wifi";NA;"U"
11586;NA;NA;1994-12-28 07:00:00;8261;2017-01-14 11:10:27;207;2017-07-28 11:10:26;"Verified";"294+Low";294;2;14;3;"Lower+Fraud+Risk";2;"Fraud+Score+101+to+300";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate+By+Proxy+Reputation+And+Country+Code";"Good";"No";"wifi";NA;"U"
11597;NA;NA;1999-10-07 20:00:00;6516;2017-02-07 13:36:58;183;2017-02-07 13:36:59;"Verified";"298+Low";298;2;14;3;"Lower+Fraud+Risk";2;"Fraud+Score+101+to+300";NA;NA;NA;NA;2;2;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate+By+Proxy+Reputation+And+Country+Code";"Good";"No";"wifi";NA;"U"
11604;NA;NA;1999-09-13 07:00:00;6541;2017-08-10 09:31:58;0;2017-08-10 09:31:57;"Verified";"500+Moderate";500;2;28;4;"Moderate+Fraud+Risk";3;"Fraud+Score+301+to+600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate+By+Proxy+Reputation+And+Country+Code";"Good";"No";"wifi";NA;"U"
11639;NA;NA;1998-04-28 20:00:00;7043;2017-08-10 09:34:28;0;2017-08-10 09:34:27;"Verified";"500+Moderate";500;2;28;4;"Moderate+Fraud+Risk";3;"Fraud+Score+301+to+600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate+By+Proxy+Reputation+And+Country+Code";"Good";"No";"wifi";NA;"U"
11602;NA;NA;1999-10-07 20:00:00;6516;2017-07-28 06:43:59;12;2017-07-28 06:43:58;"Verified";"496+Moderate";496;2;28;4;"Moderate+Fraud+Risk";3;"Fraud+Score+301+to+600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate+By+Proxy+Reputation+And+Country+Code";"Good";"No";"mobile";NA;"U"
11628;NA;NA;1995-08-13 07:00:00;8033;2012-10-01 07:00:00;1773;2017-04-22 10:39:05;"Verified";"095+Very+Low";95;2;14;3;"Lower+Fraud+Risk";1;"Fraud+Score+1+to+100";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate+By+Proxy+Reputation+And+Country+Code";"Good";"No";"mobile";NA;"U"
