,v001,v002,response,v4,v5,v9,v12,v14,v23,v24,v25,v27,v28,v29,v32,v33,v34,v36,v37,v105,v106,v109,v112,v113,v116,v117,v119,v120,v122,v123,v173,v174,v175,v176,v177,v178,v179,v180,v181,v182,v183,v184,v185,v186,v191,v192,v193,v194,v195,v196,v197,v198,v199,v200,v201,v202,v203,v204,v171.1,v172.1
438,8,42,0,2700,2.0,1.0,1.0,2714,6100,"5521,99",28050,1700,7250,43.0,6.0,5.0,26.0,1.0,5.0,,,,,,,,,4.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,11,48,0,"3498,22",3.0,,,"3807,68","10690,42",,"11082,04",,,17.0,9.0,,8.0,,,,,,,,,,6.0,,,,1998-04-28 20:00:00,7033.0,2017-07-31 09:40:54,0.0,2017-07-31 09:40:54,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wired,,U
440,11,24,0,1500,1.0,1.0,,750,100,1500,,,,2.0,1.0,1.0,,,,,,,,,,,3.0,2.0,,,1995-08-13 07:00:00,8023.0,2017-07-31 09:59:24,0.0,2017-07-31 09:59:24,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
441,14,35,0,1000,1.0,,,1000,,,2450,,1000,4.0,,,3.0,,1.0,,,,,,,,,,,2.0,1998-04-28 20:00:00,7033.0,2017-07-31 15:09:48,0.0,2017-07-31 15:09:48,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,U
442,14,70,1,"4991,76",1.0,,1.0,"5575,8",,,,"4991,76",2500,2.0,,,,1.0,1.0,8.0,,4.0,3.0,,2.0,2.0,,3.0,2.0,8.0,1999-10-07 20:00:00,6506.0,2017-02-07 12:47:06,173.0,2017-02-07 12:47:06,Verified,453 Moderate,453.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,2.0,2.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
443,14,22,0,3100,2.0,,2.0,"3428,5",,3300,,3100,,5.0,,3.0,,2.0,,,,,,,,2.0,,,2.0,6.0,1998-04-28 20:00:00,7033.0,2017-04-04 09:00:47,117.0,2017-04-04 09:00:47,Verified,468 Moderate,468.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wired,,U
444,15,56,0,"5211,25",3.0,1.0,1.0,"5318,68","21012,34","16902,5",12820,"3691,25",14300,32.0,9.0,6.0,8.0,1.0,7.0,14.0,18.0,12.0,5.0,3.0,3.0,,6.0,3.0,,6.0,1998-04-28 20:00:00,7033.0,2017-07-31 14:00:00,0.0,2017-07-31 14:00:00,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,U
445,16,32,0,3500,2.0,,,"3921,31",6000,1800,3600,,5000,10.0,5.0,1.0,2.0,,2.0,,,,,,,,7.0,4.0,,3.0,2001-01-01 19:00:00,6054.0,2017-07-31 15:10:07,0.0,2017-07-31 15:10:05,ValidDomain,500 Moderate,500.0,4.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Not Sure,Yes,Low,4.0,510.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,U
446,17,27,0,,,,,,1150,,2200,,50,11.0,4.0,,6.0,,1.0,1.0,,2.0,1.0,,1.0,,2.0,5.0,,1.0,1995-08-13 07:00:00,8024.0,2015-04-08 16:20:20,845.0,2015-04-08 16:20:28,Verified,142 Low,142.0,2.0,14.0,3.0,Lower Fraud Risk,2.0,Fraud Score 101 to 300,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,Y
447,18,25,0,,,,,,200,300,7870,,900,15.0,2.0,2.0,9.0,,2.0,,,,,,,2.0,,1.0,,3.0,,,2017-08-01 09:33:40,0.0,2017-08-01 09:33:40,ValidDomain,500 Moderate,500.0,4.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Not Sure,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
448,19,27,0,"8220,83",5.0,1.0,3.0,"8457,3",4999,"6664,39",4300,"4764,39","12133,72",26.0,6.0,3.0,5.0,3.0,9.0,,,3.0,,,1.0,,3.0,3.0,3.0,7.0,1999-10-07 20:00:00,6507.0,2017-03-12 15:02:49,141.0,2017-04-13 18:30:24,Verified,461 Moderate,461.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
449,20,59,0,4800,2.0,1.0,,"5122,1","9179,73","7572,61",6700,,"15562,6",18.0,4.0,3.0,4.0,,6.0,1.0,2.0,,1.0,1.0,,,3.0,1.0,,4.0,1998-04-28 20:00:00,7033.0,2017-07-31 19:18:25,0.0,2017-07-31 19:18:24,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
450,22,35,0,2000,1.0,,,2000,3000,,2750,,,5.0,2.0,,3.0,,,4.0,6.0,3.0,2.0,2.0,2.0,,4.0,1.0,,,1998-04-28 20:00:00,7034.0,2017-08-01 07:21:27,0.0,2017-08-01 07:21:27,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,U
451,1,36,0,6800,3.0,1.0,1.0,"4578,03",18750,5500,22240,800,12383,39.0,11.0,3.0,16.0,1.0,8.0,,,,,,,4.0,6.0,5.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,7,27,0,4413,2.0,2.0,,"4439,6",11000,"8425,88",32799,,"11662,88",40.0,5.0,5.0,22.0,,8.0,,,,,,,,2.0,3.0,1.0,1.0,,,2017-06-07 17:31:45,54.0,2017-06-07 17:31:46,Verified,485 Moderate,485.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,U
453,7,31,0,,,,,,,,,,,,,,,,,,3.0,1.0,,2.0,1.0,,,,,,1999-10-07 20:00:00,6508.0,2017-08-02 09:11:42,0.0,2017-08-02 09:11:41,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wired,,U
454,8,33,0,1600,1.0,1.0,,1600,,1600,,,,1.0,,1.0,,,,,,,,,,,,,,,1998-04-28 20:00:00,7034.0,2017-08-01 08:49:11,0.0,2017-08-01 08:49:11,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,U
455,9,38,0,6250,3.0,1.0,2.0,"6309,3",9050,6300,19850,250,3100,31.0,4.0,2.0,20.0,2.0,3.0,21.0,10.0,13.0,3.0,3.0,3.0,1.0,,1.0,2.0,1.0,1995-08-13 07:00:00,8024.0,2017-08-01 08:01:15,0.0,2017-08-01 08:01:15,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,U
456,9,34,0,6800,2.0,1.0,1.0,"6173,4",10800,10100,16050,1500,5000,27.0,5.0,4.0,16.0,1.0,1.0,,,,,,,2.0,2.0,4.0,1.0,,1998-04-28 20:00:00,7034.0,2017-08-01 08:00:56,0.0,2017-08-01 08:00:56,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,301.0,Moderate Risk,Good,No,,,U
457,11,20,0,2000,2.0,,2.0,"2195,9",,500,,2930,,4.0,,1.0,,3.0,,10.0,14.0,18.0,3.0,3.0,4.0,,3.0,4.0,5.0,7.0,1999-09-13 07:00:00,6532.0,2017-05-08 06:57:32,84.0,2017-05-08 06:57:32,Verified,477 Moderate,477.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
458,12,25,0,"355,71",1.0,,,"355,71","355,71",200,1100,1000,200,7.0,1.0,1.0,3.0,1.0,1.0,,,,,,,,2.0,,,,1999-12-22 19:00:00,6431.0,2017-08-01 10:45:01,0.0,2017-08-01 10:45:01,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
459,13,25,0,460,1.0,1.0,,470,,460,,,,1.0,,1.0,,,,,2.0,,,1.0,,1.0,,1.0,,,1999-10-07 20:00:00,6508.0,2017-08-02 08:54:35,0.0,2017-08-02 08:54:34,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,U
460,13,55,0,500,1.0,1.0,,"501,57",550,500,1500,,,3.0,1.0,1.0,1.0,,,5.0,12.0,4.0,3.0,2.0,3.0,,5.0,2.0,,,1996-06-22 08:00:00,7709.0,2016-09-22 08:56:05,312.0,2016-09-22 08:56:05,Verified,275 Low,275.0,2.0,14.0,3.0,Lower Fraud Risk,2.0,Fraud Score 101 to 300,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wired,,U
461,14,37,0,,,,,,,,,,,,,,,,,4.0,,6.0,1.0,,3.0,1.0,,,4.0,,1999-10-07 20:00:00,6507.0,2017-07-08 14:06:20,23.0,2017-07-08 14:06:19,Verified,493 Moderate,493.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,301.0,Moderate Risk,Good,No,,,U
462,15,51,0,"10375,23",3.0,,1.0,"9596,61",9342,"10718,06",14158,5000,"19597,97",39.0,6.0,6.0,18.0,2.0,6.0,,,,,,,,,2.0,,8.0,1999-10-07 20:00:00,6507.0,2016-09-09 11:27:37,325.0,2016-09-09 11:27:37,Verified,273 Low,273.0,2.0,14.0,3.0,Lower Fraud Risk,2.0,Fraud Score 101 to 300,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
463,15,49,0,901,1.0,1.0,,"872,1",,901,,,8450,6.0,,1.0,,,5.0,,2.0,2.0,,1.0,1.0,,,4.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,15,39,0,3500,1.0,,1.0,"3581,2",,,3550,3500,2000,6.0,,,3.0,1.0,2.0,1.0,2.0,4.0,1.0,1.0,2.0,,2.0,1.0,2.0,3.0,1998-04-28 20:00:00,7034.0,2017-08-01 14:34:39,0.0,2017-08-01 14:34:38,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
465,17,37,0,"6274,27",6.0,1.0,1.0,"6256,04",2290,"4703,02",3909,"1410,42","2817,71",21.0,4.0,4.0,6.0,2.0,4.0,,1.0,,,1.0,,,,6.0,4.0,5.0,1999-10-07 20:00:00,6507.0,2017-08-01 15:17:04,0.0,2017-08-01 15:17:03,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,U
466,17,54,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996-06-22 08:00:00,7709.0,2017-08-01 15:29:23,0.0,2017-08-01 15:29:22,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,U
467,18,45,0,500,1.0,,,510,,,1490,,,2.0,,,1.0,,,,,,,,,,,,3.0,,1998-04-28 20:00:00,7035.0,2017-08-02 08:53:06,0.0,2017-08-02 08:53:05,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,U
468,19,27,0,,,,,,,1300,850,,1000,3.0,,1.0,1.0,,1.0,,,,,,,,,2.0,,2.0,1998-04-28 20:00:00,7035.0,2017-08-02 06:02:25,0.0,2017-08-02 06:02:24,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,U
469,20,26,0,"7436,7",2.0,,,"7436,7","20021,67",,"6015,03",,,11.0,6.0,,5.0,,,,2.0,,,2.0,,1.0,12.0,1.0,,1.0,,,2017-08-02 06:02:21,0.0,2017-08-02 06:02:21,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,U
470,22,73,0,5550,3.0,,2.0,"5864,28",,7800,,4700,4350,11.0,,4.0,,2.0,4.0,,,4.0,,,1.0,,,7.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,6,71,0,,,,,,,,,,,,,,,,,21.0,2.0,11.0,1.0,1.0,1.0,2.0,,,,,1995-08-13 07:00:00,8025.0,2017-08-02 06:08:49,0.0,2017-08-02 06:08:49,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
472,8,27,0,,,,,,,,600,650,2100,4.0,,,1.0,1.0,2.0,,,,,,,,,2.0,,3.0,1995-08-13 07:00:00,8025.0,2017-08-02 13:25:37,0.0,2017-08-02 13:25:37,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wired,,U
473,8,52,0,,,,,,,,12620,,,11.0,,,11.0,,,,,,,,,,,,,,1995-08-13 07:00:00,8025.0,2017-08-02 15:04:18,0.0,2017-08-02 15:04:17,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
474,9,44,0,,,,,,11235,2835,80565,160,6614,93.0,22.0,4.0,54.0,1.0,12.0,,,,,,,,,3.0,2.0,9.0,1995-08-13 07:00:00,8025.0,2017-08-02 07:50:41,0.0,2017-08-02 07:50:41,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wired,,U
475,10,29,0,,,,,,,,,,,,,,,,,14.0,,1.0,2.0,,1.0,,9.0,,,3.0,1999-12-22 19:00:00,6432.0,2017-08-02 13:25:40,0.0,2017-08-02 13:25:39,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
476,10,45,0,1000,1.0,1.0,,1000,5000,6000,4850,,800,8.0,2.0,2.0,3.0,,1.0,,2.0,3.0,,1.0,1.0,,1.0,1.0,,3.0,2003-01-17 19:00:00,5310.0,2017-08-02 09:13:04,0.0,2017-08-02 09:13:04,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
477,12,34,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1998-04-28 20:00:00,7037.0,2017-08-04 08:54:46,0.0,2017-08-04 08:54:45,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
478,12,29,0,8352,3.0,1.0,1.0,"8247,15","8420,64",947,"59159,01",6500,1128,64.0,5.0,1.0,56.0,1.0,1.0,,,,,,,2.0,5.0,2.0,2.0,8.0,1999-12-22 19:00:00,6432.0,2011-06-02 07:00:00,2252.0,2015-04-08 17:12:12,Verified,089 Very Low,89.0,2.0,14.0,3.0,Lower Fraud Risk,1.0,Fraud Score 1 to 100,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,Y
479,13,36,0,1500,1.0,,1.0,1500,,,,1500,,1.0,,,,1.0,,,,,,,,1.0,1.0,,2.0,,1995-08-13 07:00:00,8025.0,2017-08-02 13:01:58,0.0,2017-08-02 13:01:58,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
480,14,27,1,3250,2.0,,1.0,"3852,53",5500,250,1800,2250,300,8.0,2.0,1.0,2.0,1.0,1.0,7.0,,2.0,2.0,,1.0,,4.0,3.0,3.0,5.0,1998-04-28 20:00:00,7035.0,2017-08-02 12:19:10,0.0,2017-08-02 12:19:09,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,U
481,14,27,1,1180,1.0,,,"947,68",13470,,27470,,5160,33.0,6.0,,24.0,,3.0,17.0,8.0,9.0,1.0,1.0,1.0,,7.0,1.0,,2.0,1995-08-13 07:00:00,8025.0,2016-11-18 07:56:59,256.0,2016-11-18 07:56:59,Verified,235 Low,235.0,2.0,14.0,3.0,Lower Fraud Risk,2.0,Fraud Score 101 to 300,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wired,,U
482,14,43,0,2000,1.0,1.0,,"2010,5",3150,3800,13250,,3300,25.0,3.0,2.0,18.0,,2.0,,,,,,,,,1.0,,,,,2017-08-02 13:30:24,0.0,2017-08-02 13:30:24,ValidDomain,500 Moderate,500.0,4.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Not Sure,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wired,,U
483,17,35,0,3200,2.0,,2.0,"3582,3",7700,"6063,82",12182,3200,9442,42.0,7.0,5.0,20.0,2.0,8.0,2.0,1.0,5.0,1.0,1.0,1.0,,,9.0,2.0,8.0,1999-10-07 20:00:00,6508.0,2017-08-02 15:40:38,0.0,2017-08-02 15:40:38,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
484,17,38,0,3500,2.0,1.0,1.0,"3636,8",1000,3500,16380,1000,1000,18.0,1.0,2.0,13.0,1.0,1.0,,,,,,,1.0,,7.0,2.0,2.0,1999-05-25 08:00:00,6643.0,2017-08-02 15:59:52,0.0,2017-08-02 15:59:52,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
485,17,44,0,,,,,,,1500,,1500,,2.0,,1.0,,1.0,,,,,,,,1.0,2.0,1.0,1.0,,1998-04-28 20:00:00,7036.0,2017-08-03 15:05:57,0.0,2017-08-03 15:05:57,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
486,18,25,0,3500,1.0,,1.0,"3528,8",,4800,17540,3500,,22.0,,2.0,19.0,1.0,,,,,,,,2.0,2.0,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,18,40,0,,,,,,,,1500,,400,3.0,,,2.0,,1.0,,,,,,,1.0,,,,2.0,1998-04-28 20:00:00,7036.0,2017-08-03 09:41:40,0.0,2017-08-03 09:41:40,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,U
488,20,33,0,,,,,,1600,,900,,,3.0,2.0,,1.0,,,3.0,3.0,5.0,2.0,2.0,4.0,,4.0,2.0,1.0,,2000-04-03 20:00:00,6329.0,2017-08-02 19:14:29,0.0,2017-08-02 19:14:29,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wired,,U
489,1,33,1,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,1996-06-22 08:00:00,7712.0,2017-08-02 06:12:38,1.0,2017-08-02 06:12:38,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,2.0,2.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,U
491,11,22,0,280,1.0,,,"295,2",1000,"1114,66",300,,700,8.0,1.0,3.0,1.0,,2.0,1.0,2.0,,1.0,1.0,,,1.0,4.0,1.0,5.0,1998-04-28 20:00:00,7036.0,2017-03-03 14:18:36,152.0,2017-03-03 14:18:36,Verified,458 Moderate,458.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
492,12,55,1,"11689,87",5.0,1.0,1.0,"12259,96","9628,78","7692,11","28233,17","2561,09","12257,56",25.0,3.0,3.0,12.0,1.0,5.0,4.0,1.0,4.0,2.0,1.0,1.0,5.0,2.0,,,2.0,1996-06-22 08:00:00,7711.0,2017-08-03 10:20:36,0.0,2017-08-03 10:20:34,ValidDomain,500 Moderate,500.0,4.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Not Sure,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,U
493,12,22,0,"454,88",1.0,1.0,,"484,35",710,"454,88",,,200,4.0,2.0,1.0,,,1.0,6.0,1.0,4.0,1.0,1.0,2.0,2.0,5.0,2.0,,3.0,1998-04-28 20:00:00,7036.0,2017-06-12 11:03:33,51.0,2017-06-12 11:03:32,Verified,486 Moderate,486.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
494,12,45,0,1400,1.0,,,"1769,34",7468,,36080,,,47.0,5.0,,42.0,,,8.0,1.0,5.0,1.0,1.0,1.0,,4.0,1.0,,1.0,1999-12-22 19:00:00,6433.0,2015-04-08 18:19:30,847.0,2015-04-08 18:19:35,Verified,184 Low,184.0,2.0,14.0,3.0,Lower Fraud Risk,2.0,Fraud Score 101 to 300,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wired,,U
495,12,33,1,,,,,,,,6080,,,6.0,,,6.0,,,,1.0,,,1.0,,,,1.0,,2.0,1999-12-22 19:00:00,6433.0,2017-08-03 10:46:24,0.0,2017-08-03 10:46:24,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,U
